id,text,audience,category,category_title,char_len,company,doc_type,entity,keywords,part_index,part_total,source_file,source_format,title
techdoc:architecture:4-stop-handle-transcript,"architecture — ### 4. Stop + handle transcript
`stopRecording()` (app.js:1902) tears down whichever STT engine is active,
flushes `finalTranscript`, and if non-empty calls `handleTranscript(transcript)`.",internal,architecture,Architecture,203,Chikku Robotics,techdoc,4. Stop + handle transcript,documentation | architecture | 4. Stop + handle transcript,0,1,Chikku_docs/architecture.md,markdown,4. Stop + handle transcript
techdoc:architecture:5-handletranscript-query-app-js-2025-the-brain,"architecture — ### 5. `handleTranscript(query)` (app.js:2025) — the brain
Guards against empty/re-entrant input (drops if TTS still playing), sets
`isProcessing`, appends the user bubble, then branches:

- **Offline mode** (app.js:2067) → `getOfflineRAG()` → `rag.answer(query)` →
  `speak()` → `startFollowUpTimer()`.
- **Online mode** (app.js:2120) → `createFlowAbortController()`, then
  `window.chikkuAPI.chatVoiceWithRetry(query, conversationId, { signal, onFiller })`.
  On success → adopt `conversation_id` from the `done` event, `speak()`,
  follow-up. On **non-abort** error (app.js:2156) → flip `offlineMode=true` and
  retry via offline RAG (graceful degradation). On `AbortError` → no-op (user interrupted).",internal,architecture,Architecture,719,Chikku Robotics,techdoc,5. `handleTranscript(query)` (app.js:2025) — the brain,documentation | architecture | 5. `handleTranscript(query)` (app.js:2025) — the brain,0,1,Chikku_docs/architecture.md,markdown,5. `handleTranscript(query)` (app.js:2025) — the brain
techdoc:architecture:6-speak,"architecture — ### 6. Speak
`speak(text)` (app.js:1210) cleans the text (`cleanTextForSpeech` app.js:1171 —
strip markdown/emoji), bumps `pendingSpeakRequestId` (the cancel mechanism),
pauses the wake word, then:
**Priority 1** — `CapacitorTTS.speak()`; sets `isSpeaking` + SPEAKING avatar
~200 ms **before** starting audio (app.js:1261-1274) so the 4K video decoder has
a head start. **Priority 2** — Web `speechSynthesis`.",internal,architecture,Architecture,424,Chikku Robotics,techdoc,6. Speak,documentation | architecture | 6. Speak,0,1,Chikku_docs/architecture.md,markdown,6. Speak
techdoc:architecture:7-follow-up-window-opens,"architecture — ### 7. Follow-up window opens
`startFollowUpTimer()` (app.js:916) sets `isWaiting=true`, arms a 10 s timeout,
and calls `beginFollowUpListen()` (app.js:842) on the next tick so the visitor
can speak immediately without re-triggering the wake word.",internal,architecture,Architecture,262,Chikku Robotics,techdoc,7. Follow-up window opens,documentation | architecture | 7. Follow-up window opens,0,1,Chikku_docs/architecture.md,markdown,7. Follow-up window opens
techdoc:architecture:filler-bridging-online-only,"architecture — ### Filler bridging (online only)
Khi backend emit SSE `filler` event (FAQ cache miss, ~4–6 s LLM wait),
`onFiller` → `speakFiller()` (app.js:1146) speaks a random sentence from
`FILLER_SENTENCES` (app.js:1123). Real response's `speak()` tự cancel filler
mid-utterance qua `pendingSpeakRequestId`.

---",internal,architecture,Architecture,317,Chikku Robotics,techdoc,Filler bridging (online only),documentation | architecture | Filler bridging (online only),0,1,Chikku_docs/architecture.md,markdown,Filler bridging (online only)
techdoc:architecture:online-vs-offline-mode,"architecture — ## Online vs offline mode
App liên tục probe backend và switch mode tự động.",internal,architecture,Architecture,91,Chikku Robotics,techdoc,Online vs offline mode,documentation | architecture | Online vs offline mode,0,1,Chikku_docs/architecture.md,markdown,Online vs offline mode
techdoc:architecture:boot-health-check-runloading-app-js-2355,"architecture — ### Boot health check (`runLoading`, app.js:2355)
`healthCheck()` retried up to `bootHealthRetries` (3) với `bootHealthRetryDelayMs`
(1 s) giữa các attempt, mỗi attempt fail-fast ở `bootHealthTimeoutMs` (2 s)
(app.js:2374-2385). Backend down → offline trong ~7-9 s.
`state.offlineMode = !healthy` (app.js:2412).",internal,architecture,Architecture,326,Chikku Robotics,techdoc,"Boot health check (`runLoading`, app.js:2355)","documentation | architecture | Boot health check (`runLoading`, app.js:2355)",0,1,Chikku_docs/architecture.md,markdown,"Boot health check (`runLoading`, app.js:2355)"
techdoc:architecture:periodic-poll-starthealthpoll-app-js-2693,"architecture — ### Periodic poll — `startHealthPoll()` (app.js:2693)
`setInterval` mỗi `HEALTH_POLL_MS` (8 s, app.js:2691); mỗi tick gọi `healthCheck()`
rồi `applyBackendHealth(healthy)`.",internal,architecture,Architecture,187,Chikku Robotics,techdoc,Periodic poll — `startHealthPoll()` (app.js:2693),documentation | architecture | Periodic poll — `startHealthPoll()` (app.js:2693),0,1,Chikku_docs/architecture.md,markdown,Periodic poll — `startHealthPoll()` (app.js:2693)
techdoc:architecture:applybackendhealth-healthy-app-js-2712#p0,"Architecture — `applyBackendHealth(healthy)` (app.js:2712)
architecture — ### `applyBackendHealth(healthy)` (app.js:2712)
- Flip `state.offlineMode`.
- **Online → offline (app.js:2718-2753):** reset offline-STT failure cache +
  retry counter; nếu `sttEngine!=='moonshine'` thì tear down stale STT manager;
  kick `getOfflineSTT()` preload Moonshine. Lúc này `shouldUseMoonshineSTT()`
  đã true (offline mode force Moonshine) nên Moonshine lazy-load.
- **Offline → online (app.js:2763-2787):** nếu `sttEngine!=='moonshine'` VÀ
  Moonshine không đang listen (`!runtime.offlineSTT.isListening`) → tear down
  Moonshine để release mic cho native SpeechRecognition. **Lưu ý:** không cần
  chờ fully-idle như trước — Moonshine nhả mic giữa các session, nên
  speaking/processing/waiting đều an toàn; một defensive backstop cũng có sẵn
  trong `startRecording()` (tear down Moonshine resident ngay trước khi native
  start). Ngoài ra, nếu `useMoonshineFallback` đang set, clear nó +
  `nativeSttFailCount` để cho native engine cơ hội thử lại sau khi backend restore.",internal,architecture,Architecture,1060,Chikku Robotics,techdoc,`applyBackendHealth(healthy)` (app.js:2712),documentation | architecture | `applyBackendHealth(healthy)` (app.js:2712),0,2,Chikku_docs/architecture.md,markdown,`applyBackendHealth(healthy)` (app.js:2712)
techdoc:architecture:applybackendhealth-healthy-app-js-2712#p1,"Architecture — `applyBackendHealth(healthy)` (app.js:2712)
  `nativeSttFailCount` để cho native engine cơ hội thử lại sau khi backend restore.
- **ERROR overlay rule (app.js:2779-2792):** chỉ show khi offline VÀ offline RAG
  unavailable (kể cả đang build). Otherwise app stays usable.",internal,architecture,Architecture,285,Chikku Robotics,techdoc,`applyBackendHealth(healthy)` (app.js:2712),documentation | architecture | `applyBackendHealth(healthy)` (app.js:2712),1,2,Chikku_docs/architecture.md,markdown,`applyBackendHealth(healthy)` (app.js:2712)
techdoc:architecture:updatenetworkui-app-js-2799,"architecture — ### `updateNetworkUI()` (app.js:2799)
Toggle status-bar dot/icon/label: green *Connected* vs amber-pulse *Offline-mode*.

> **Lazy Moonshine preload.** Boot: offline RAG KB luôn preload song song với
> health check (app.js:2390). Moonshine preload chạy SAU `Promise.all`
> (app.js:2423) **chỉ khi** `shouldUseMoonshineSTT()` — tức `sttEngine:'moonshine'`,
> HOẶC offline-mode (native cloud STT không khả dụng). Với `sttEngine:'native'` +
> backend healthy, Moonshine **không** load tại boot → mic tự do cho native
> SpeechRecognition, tránh bug mic contention khi backend cold-start chậm.

See [offline-rag.md](offline-rag.md) for the RAG internals and
[configuration.md](configuration.md) for the health-check knobs.

---",internal,architecture,Architecture,737,Chikku Robotics,techdoc,`updateNetworkUI()` (app.js:2799),documentation | architecture | `updateNetworkUI()` (app.js:2799),0,1,Chikku_docs/architecture.md,markdown,`updateNetworkUI()` (app.js:2799)
techdoc:architecture:follow-up-window#p0,"Architecture — Follow-up window
architecture — ## Follow-up window
Sau mỗi `speak()` completion (greeting, online/offline response, error) mở cửa sổ
follow-up 10 s (`FOLLOW_UP_TIMEOUT_MS = 10_000`, app.js:698).

| timer / field | role |
|---------------|------|
| `followUpTimer` | the 10 s `setTimeout` (app.js:934) |
| `followUpStatusTimer` | 1 s `setInterval` updating ""Listening… Ns"" countdown (app.js:927) |
| `followUpExpiresAt` | epoch-ms deadline (app.js:921) |
| `followUpResumeMs` | frozen remainder when paused (app.js:737) |

| function | role |
|----------|------|
| `startFollowUpTimer()` (app.js:916) | open the window |
| `pauseFollowUpTimer()` / `resumeFollowUpTimer()` (app.js:729 / 748) | freeze/restore countdown |
| `refreshFollowUpWhileSpeaking()` (app.js:772) | top-up remainder lên `FOLLOW_UP_SPEECH_FLOOR_MS` (10 s, app.js:762) để không cắt mid-utterance. **Không doc cũ đề cập.** |
| `beginFollowUpListen()` (app.js:842) | restart STT inside the window without wake word |
| `exitWaitingToIdle()` (app.js:977) | close the window, resume wake word, start idle timer |",internal,architecture,Architecture,1092,Chikku Robotics,techdoc,Follow-up window,documentation | architecture | Follow-up window,0,2,Chikku_docs/architecture.md,markdown,Follow-up window
techdoc:architecture:follow-up-window#p1,"Architecture — Follow-up window
| `exitWaitingToIdle()` (app.js:977) | close the window, resume wake word, start idle timer |
| `startIdleNewChatTimer()` (app.js:1009) | 2 min idle → silent new conversation (`IDLE_NEW_CHAT_TIMEOUT_MS`, app.js:699) |

> **The wake word is intentionally NOT resumed during the follow-up window**
> (`resumeWakewordListening` early-returns if `isWaiting`, app.js:389) — STT
> owns the mic for the whole window.

---",internal,architecture,Architecture,446,Chikku Robotics,techdoc,Follow-up window,documentation | architecture | Follow-up window,1,2,Chikku_docs/architecture.md,markdown,Follow-up window
techdoc:architecture:barge-in-interrupt,"architecture — ## Barge-in / interrupt
Two layers:",internal,architecture,Architecture,50,Chikku Robotics,techdoc,Barge-in / interrupt,documentation | architecture | Barge-in / interrupt,0,1,Chikku_docs/architecture.md,markdown,Barge-in / interrupt
techdoc:architecture:barge-in-button-app-js-2994,"architecture — ### Barge-in button (app.js:2994)
Visible only during `SPEAKING` (app.js:194). On `pointerdown`: set
`suppressIdleOverlay=true`, `cancelCurrentFlow('barge-in')` then
`beginListeningSession('manual')` (app.js:3004-3007).",internal,architecture,Architecture,234,Chikku Robotics,techdoc,Barge-in button (app.js:2994),documentation | architecture | Barge-in button (app.js:2994),0,1,Chikku_docs/architecture.md,markdown,Barge-in button (app.js:2994)
techdoc:architecture:cancelcurrentflow-reason-options-app-js-551,"architecture — ### `cancelCurrentFlow(reason, options)` (app.js:551)
Universal teardown — aborts `runtime.apiAbortController`, clears all timers,
stops recording + speaking, clears ERROR. Dedupes a second call within 1 s
when nothing is active (app.js:560-570 — the barge-in handler chains into
`beginListeningSession`, which itself calls `cancelCurrentFlow`).",internal,architecture,Architecture,360,Chikku Robotics,techdoc,"`cancelCurrentFlow(reason, options)` (app.js:551)","documentation | architecture | `cancelCurrentFlow(reason, options)` (app.js:551)",0,1,Chikku_docs/architecture.md,markdown,"`cancelCurrentFlow(reason, options)` (app.js:551)"
techdoc:architecture:tts-level-interrupt-stopspeaking-app-js-1352,"architecture — ### TTS-level interrupt (`stopSpeaking`, app.js:1352)
Bumps `pendingSpeakRequestId`, resolves `pendingSpeakResolver` (which races
against `CapacitorTTS.speak()` inside `speak()`), then `CapacitorTTS.stop()`.
The id mechanism is also what lets a new `speak()` (the real response) cancel a
filler mid-utterance.

---",internal,architecture,Architecture,329,Chikku Robotics,techdoc,"TTS-level interrupt (`stopSpeaking`, app.js:1352)","documentation | architecture | TTS-level interrupt (`stopSpeaking`, app.js:1352)",0,1,Chikku_docs/architecture.md,markdown,"TTS-level interrupt (`stopSpeaking`, app.js:1352)"
techdoc:architecture:session-persistence-localstorage,"architecture — ## Session persistence — `localStorage`
> ⚠️ **KNOWN ISSUE.** Sessions and volume persisted trong `window.localStorage`,
> **không** Capacitor Preferences. `@capacitor/preferences` có trong `package.json`
> nhưng `app.js` không dùng. Hoạt động cả 2 platform nhưng không phải approach
> cross-platform khuyến nghị (localStorage có thể bị WebView clear). Xem
> [troubleshooting.md](troubleshooting.md).

| key | shape | restored at |
|-----|-------|-------------|
| `chikku_session` | `{ conversation_id, message_count }` | boot, if online & healthy (app.js:2441-2457) |
| `chikku_volume` | integer 0–100 (default 80) | boot, before any TTS (app.js:3358) |

---",internal,architecture,Architecture,674,Chikku Robotics,techdoc,Session persistence — `localStorage`,documentation | architecture | Session persistence — `localStorage`,0,1,Chikku_docs/architecture.md,markdown,Session persistence — `localStorage`
techdoc:architecture:boot-sequence#p0,"Architecture — Boot sequence
architecture — ## Boot sequence
Entry point là IIFE ở cuối `app.js` (app.js:3353):

```
requestWakeLock()
runtime.volume = getStoredVolume()       // restore before TTS
ui.volumeSlider.value = runtime.volume
updateVolumeIcon(runtime.volume)
initAvatarSurface()                      // AvatarManager init (WebGL chroma-key)
await runLoading()
```

`runLoading()` (app.js:2355) có 3 phase:

**Phase 1 — parallel** (`Promise.all`, app.js:2411) — **chỉ 3 promise**:
- `healthPromise` (app.js:2372) — boot health check with retries.
- `ragPromise` (app.js:2390) — `getOfflineRAG()` + `warmUp()` (luôn, kể cả online,
  để fallback tức thì).
- `micPromise` (app.js:2407) — `requestMicWithTimeout(10000)` →
  `requestMicPermission()` (Capacitor first, `getUserMedia` fallback).

Sau `Promise.all`: `state.offlineMode = !healthy` (app.js:2412). Moonshine
preload chạy **sau** (app.js:2423) nếu `shouldUseMoonshineSTT()` — không nằm
trong `Promise.all`. Lazy: chỉ load khi Moonshine là engine thực sự dùng",internal,architecture,Architecture,1024,Chikku Robotics,techdoc,Boot sequence,documentation | architecture | Boot sequence,0,2,Chikku_docs/architecture.md,markdown,Boot sequence
techdoc:architecture:boot-sequence#p1,"Architecture — Boot sequence
trong `Promise.all`. Lazy: chỉ load khi Moonshine là engine thực sự dùng
(`sttEngine:'moonshine'` hoặc offline-mode). Với `sttEngine:'native'` + healthy,
Moonshine không load tại boot → tránh mic contention với native SpeechRecognition.

**Phase 2 — sequential** (app.js:2438):
- Session restore/create (online) hoặc local-id (offline/failed).
- **TTS warm-up** (app.js:2472): `CapacitorTTS.speak({ text: '.', volume: 0 })` —
  forces the 1–3 s Android TTS engine init now so the launch greeting is instant.
- `initWakeword()` (app.js:2491) — loads the ONNX model, starts listening after
  first user gesture.

**Phase 3 — voice page** (app.js:2503):
- `state.isSpeaking = true` set **before** `showPage('voice')` so the idle
  overlay never flashes.
- `startHealthPoll()` (app.js:2506), `fetchWeather()` (app.js:2507) + 30 min
  interval.
- `playLaunchGreeting()` (app.js:2516) speaks the greeting once, opens the
  follow-up window.

All button `addEventListener` calls are top-level (not inside `runLoading`).

---",internal,architecture,Architecture,1046,Chikku Robotics,techdoc,Boot sequence,documentation | architecture | Boot sequence,1,2,Chikku_docs/architecture.md,markdown,Boot sequence
techdoc:architecture:t-nh-n-ng-kh-ng-doc-c-n-o-c-p,"architecture — ## Tính năng không doc cũ nào đề cập
- **Weather** (app.js:2227-2351): Open-Meteo API (free, no key), poll mỗi 30 min.
  Default location Bengaluru (12.9716, 77.5946) nếu geolocation fail (app.js:2281-2284).
  Cập nhật status bar `weatherTemp`/`weatherDesc`/`weatherLoc` + SVG icon.
- **Volume slider** (app.js:3136-3234): dropdown từ status bar, persist
  `chikku_volume`, auto-collapse 3 s, icon mute/low/normal.
- **Exit password gate** (app.js:3016-3122): dialog centered, so khớp
  `exitPassword` config. `''` disables → exit ngay.
- **Wake-lock re-acquire** (app.js:3329-3349): `navigator.wakeLock.request('screen')`,
  re-acquire on `visibilitychange` + on release.
- **Stitch buffer** (offline-stt/index.js:93-349): gộp nhiều Moonshine final thành
  1 transcript sau `stitchTimeoutMs=1500ms` im lặng — chống early-cutoff khi user
  ngắt quãng (""uh…"", ""hmm…"").
- **Offline STT negative cache + bounded retry** (app.js:2641, 1538-1557):
  30 s negative-cache sau load fail; bounded retry 3 lần với backoff
  `[2000,5000,10000]`.

---",internal,architecture,Architecture,1054,Chikku Robotics,techdoc,Tính năng không doc cũ nào đề cập,documentation | architecture | Tính năng không doc cũ nào đề cập,0,1,Chikku_docs/architecture.md,markdown,Tính năng không doc cũ nào đề cập
techdoc:architecture:backend-contract,"architecture — ## Backend contract
Frontend talk với backend CHỈ qua `window.chikkuAPI` (`api-client.js`). 3 endpoint:

| method | path | used by | notes |
|--------|------|---------|-------|
| `GET` | `/health` | `healthCheck()` (api-client.js:42) | polled mỗi 8 s |
| `POST` | `/conversation/new` | `createConversation()` (api-client.js:51) | returns `conversation_id` |
| `POST` | `/chat/voice` | `chatVoice()` (api-client.js:80) | SSE stream |

SSE event schema (`filler` / `response` / `done` / `error`) documented trong
[VOICE_FILLER_GUIDE.md](../VOICE_FILLER_GUIDE.md).

> Legacy `POST /chat/text` (one JSON blob) không còn gọi từ frontend —
> `sendMessage`/`sendMessageWithRetry` đã xoá. grep `/chat/text` trong `www/js/` = 0.",internal,architecture,Architecture,734,Chikku Robotics,techdoc,Backend contract,documentation | architecture | Backend contract,0,1,Chikku_docs/architecture.md,markdown,Backend contract
techdoc:configuration:configuration-reference,"configuration — # Configuration reference
> ⚠️ **Thay đổi so với bản cũ:**
> - Sửa `offlineSTT.enabled` default từ `false` → **`true`** (thật sự trong code, bản cũ sai).
> - Sửa `detectionMinFrames` từ `2` → **`3`**.
> - Đánh dấu `splashDurationMs` là **config chết** (không chỗ đọc) — xem [TECH_DEBT.md](../TECH_DEBT.md#11-).
> - Bổ sung `sttEngine` (field quan trọng bản cũ không có trong bảng Top-level).
> - Mọi default đều dẫn `config.js:line` để re-verify.

All runtime behaviour is driven by `window.CHIKKU_CONFIG` in
[`www/js/config.js`](../www/js/config.js). This is a complete reference; the
file itself is heavily commented, so this doc focuses on *what each knob does
and how to tune it*.

Edit the file, then `npm run sync` (no rebuild needed — the WebView loads it
directly).",internal,configuration,Configuration,789,Chikku Robotics,techdoc,Configuration reference,documentation | configuration | Configuration reference,0,1,Chikku_docs/configuration.md,markdown,Configuration reference
techdoc:configuration:top-level#p0,"Configuration — Top-level
configuration — ## Top-level
| Field | Default | config.js | Purpose |
|-------|---------|-----------|---------|
| `apiBaseUrl` | `http://100.79.75.31:8000` | L8 | Backend URL. Device must be on the same network. |
| `apiTimeoutMs` | `180000` | L9 | Per-request timeout (read in `api-client.js:9`). LLM turns are slow — keep high. |
| `apiRetryAttempts` | `3` | L10 | Retry count for `chatVoiceWithRetry`. |
| `apiRetryDelayMs` | `2000` | L11 | Backoff between retries. |
| `bootHealthRetries` | `3` | L17 | Fast boot attempts before offline fallback. |
| `bootHealthRetryDelayMs` | `1000` | L18 | Delay between boot health attempts. |
| `bootHealthTimeoutMs` | `2000` | L19 | Per-attempt fetch timeout. Read in `app.js:2376`. |
| `splashDurationMs` | `3000` | L20 | ⚠️ **CONFIG CHẾT** — không có chỗ đọc (xem [TECH_DEBT 1.1](../TECH_DEBT.md#11-)). Loading screen chờ `Promise.all` health/rag/mic, không sleep theo biến này. |
| `exitPassword` | `'chikku'` | L23 | Password to exit the kiosk (`app.js:3016`). `''` disables the gate. |",internal,configuration,Configuration,1060,Chikku Robotics,techdoc,Top-level,documentation | configuration | Top-level,0,3,Chikku_docs/configuration.md,markdown,Top-level
techdoc:configuration:top-level#p1,"Configuration — Top-level
| `exitPassword` | `'chikku'` | L23 | Password to exit the kiosk (`app.js:3016`). `''` disables the gate. |
| `ttsLang` | `en-US` | L24 | TTS language (`app.js:1215`). |
| `ttsRate` | `1.0` | L25 | TTS speed 0.1–10 (`app.js:1216`). |
| `ttsPitch` | `1.0` | L26 | TTS pitch 0–2 (`app.js:1217`). |
| `sttEngine` | **`'moonshine'`** | L33 | STT engine cho **online** mode. `'moonshine'` = Moonshine on-device; `'native'` = Capacitor SpeechRecognition (Google cloud). Quyết định logic ở `shouldUseMoonshineSTT()` (`app.js:1380`). |
| `debug` | `false` | L37 | Master console-suppression flag (xem `index.html:294-298`). `false` = quiet logs. |

> **Bảng thật (`shouldUseMoonshineSTT()`):**
>
> | `sttEngine` | online | offline | native fail | → engine dùng |
> |-------------|--------|---------|-------------|---------------|
> | `'moonshine'` | ✓ | ✓ | n/a | **Moonshine** (luôn, preload tại boot) |
> | `'native'` | ✓ | — | — | **Capacitor SpeechRecognition** (Moonshine không load) |
> | `'native'` | — | ✓ | — | **Moonshine** (offline force; lazy-load) |",internal,configuration,Configuration,1080,Chikku Robotics,techdoc,Top-level,documentation | configuration | Top-level,1,3,Chikku_docs/configuration.md,markdown,Top-level
techdoc:configuration:top-level#p2,"Configuration — Top-level
> | `'native'` | — | ✓ | — | **Moonshine** (offline force; lazy-load) |
> | `'native'` | ✓ | — | ≥2 fail | **Moonshine** (auto fallback, see `NATIVE_STT_FAIL_THRESHOLD`) |
>
> Với `sttEngine:'native'` + online healthy, Moonshine **không** preload tại boot →
> mic tự do cho native plugin. Khi backend rớt (`applyBackendHealth`), Moonshine
> lazy-load; khi backend lên lại, Moonshine bị tear down (nếu không đang listen)
> để nhả mic. Xem [architecture.md → STT dispatch](architecture.md#speech-to-text-dispatch).",internal,configuration,Configuration,538,Chikku Robotics,techdoc,Top-level,documentation | configuration | Top-level,2,3,Chikku_docs/configuration.md,markdown,Top-level
techdoc:configuration:boot-health-check,"configuration — ## Boot health check
| Field | Default | config.js | Purpose |
|-------|---------|-----------|---------|
| `bootHealthRetries` | `3` | L17 | Number of fast attempts before falling back to offline. |
| `bootHealthRetryDelayMs` | `1000` | L18 | Delay between attempts. |
| `bootHealthTimeoutMs` | `2000` | L19 | Per-attempt fetch timeout. A truly-down backend resolves to offline in ~7–9 s. |

> If your backend has a slow cold-start, **raise** `bootHealthTimeoutMs` or
> `bootHealthRetries` rather than lowering the timeout.",internal,configuration,Configuration,539,Chikku Robotics,techdoc,Boot health check,documentation | configuration | Boot health check,0,1,Chikku_docs/configuration.md,markdown,Boot health check
techdoc:configuration:avatar,"configuration — ## `avatar`
Controls the WebGL green-screen video renderer. See `avatar-manager.js`.

| Field | Default | config.js | Purpose |
|-------|---------|-----------|---------|
| `transitionMs` | `400` | L39 | Crossfade duration (`avatar-manager.js:133`). |
| `renderMode` | `canvas` | L42 | `canvas` = WebGL chroma-key; `video` = native `<video>` (alpha only). |
| `videoSources.IDLE` | `assets/videos/idle-state-green.mp4` | L44 | Idle loop. |
| `videoSources.LISTENING` | `assets/videos/idle-state-green.mp4` | L45 | Listening loop (reuses idle). |
| `videoSources.THINKING` | `assets/videos/idle-state-green.mp4` | L46 | Thinking loop (reuses idle). |
| `videoSources.SPEAKING` | `assets/videos/speaking-state-green.mp4` | L47 | Speaking loop. |

To swap avatar videos, drop new MP4s in `www/assets/videos/` and update the
paths. Filenames must be **lowercase** on Android (filesystem is case-sensitive).",internal,configuration,Configuration,917,Chikku Robotics,techdoc,`avatar`,documentation | configuration | `avatar`,0,1,Chikku_docs/configuration.md,markdown,`avatar`
techdoc:configuration:wakeword#p0,"Configuration — `wakeword`
configuration — ## `wakeword`
The openWakeWord ONNX engine. Config được spread nguyên (`...wakewordConfig`) vào `WakewordManager` (`app.js:1059`), nên mọi field đều dùng được.

| Field | Default | config.js | Purpose |
|-------|---------|-----------|---------|
| `enabled` | `true` | L51 | Master switch (`app.js:1052`). |
| `phrase` | `'hi chikku'` | L52 | Display phrase. |
| `keywordName` | `'chikku'` | L53 | openWakeWord model name. |
| `keywordModelFile` | `'Hi_chikku.onnx'` | L58 | Model file under `assets/model/`. **Case-sensitive on Android**. |
| `baseAssetUrl` | `./assets/model` | L59 | Where the ONNX models live. |
| `ortWasmPath` | `./assets/ort/` | L60 | ONNX Runtime WASM location. |
| `ortThreadCount` | `1` | L61 | Threads (http scheme → no crossOriginIsolated). |
| `ortProxy` | `false` | L62 | Run ORT on the main thread. |
| `mediaTrackConstraints` | see file | L63-74 | Mic constraints. AEC/NS/AGC all `false` — native preprocessing distorts speech. |",internal,configuration,Configuration,1003,Chikku Robotics,techdoc,`wakeword`,documentation | configuration | `wakeword`,0,3,Chikku_docs/configuration.md,markdown,`wakeword`
techdoc:configuration:wakeword#p1,"Configuration — `wakeword`
| `melspecInputScale` / `melspecInputClamp` | `32767` | L75-76 | Mel-spectrogram input scaling. |
| `gain` | `1` | L77 | Input gain. |
| `agc.*` | see file | L78-85 | Software AGC (currently `enabled: false`). |
| `vadThreshold` | `0.35` | L86 | Voice activity detection threshold. |
| `vadDetectionGraceMs` | `800` | L87 | Grace period after VAD fires. |
| `detectionThreshold` | `0.25` | L88 | Min keyword score (with VAD active). |
| `detectionScoreOverride` | `0.45` | L91 | Accept above this score even without VAD. `0` disables. |
| `detectionWindowFrames` | `8` | L92 | Sliding window length. |
| `detectionMinFrames` | **`3`** | L93 | Min frames above threshold within window. *(Bản cũ ghi 2 — sai.)* |
| `scoreEventIntervalMs` | `250` | L94 | UI score-update throttle. |
| `cooldownMs` | `2000` | L95 | Cooldown after a detection. |
| `dingUrl` | `assets/audio/ding.mp3` | L96 | Sound played on detection (`app.js:538`). |
| `speechEndSilenceMs` | `1400` | L97 | Silence that ends a speech segment (`app.js:408`). |",internal,configuration,Configuration,1051,Chikku Robotics,techdoc,`wakeword`,documentation | configuration | `wakeword`,1,3,Chikku_docs/configuration.md,markdown,`wakeword`
techdoc:configuration:wakeword#p2,"Configuration — `wakeword`
| `speechEndSilenceMs` | `1400` | L97 | Silence that ends a speech segment (`app.js:408`). |
| `startupIgnoreMs` | `0` | L98 | Ignore detections right after listening starts. |
| `retriggerCooldownMs` | `2000` | L99 | Cooldown between consecutive triggers (`app.js:246`). |
| `debug` | `false` | L100 | Verbose wakeword logs (separate from top-level `debug`). |
| `debugLogIntervalMs` | `400` | L101 | Verbose log interval. |",internal,configuration,Configuration,452,Chikku Robotics,techdoc,`wakeword`,documentation | configuration | `wakeword`,2,3,Chikku_docs/configuration.md,markdown,`wakeword`
techdoc:configuration:offlinerag#p0,"Configuration — `offlineRAG`
configuration — ## `offlineRAG`
The on-device RAG pipeline. See [offline-rag.md](offline-rag.md) for the full
pipeline. Các field được spread qua `embedded.opts` vào `HybridRetriever` (`index.js:123` → `retriever.js:66`).

| Field | Default | config.js | Purpose |
|-------|---------|-----------|---------|
| `semantic` | `true` | L113 | Master switch for the dense (MiniLM) channel (`app.js:2582`). `false` → keyword/BM25-only. |
| `rrfK` | `60` | L115 | Reciprocal Rank Fusion constant (`retriever.js:147`). Standard TREC value. |
| `topK` | `10` | L116 | Candidates to rerank after fusion (`retriever.js:147`). |
| `cosineThreshold` | `0.40` | L117 | Min dense cosine for a HIGH-confidence answer (`retriever.js:208`). |
| `bm25OnlyThreshold` | `8` | L118 | Min BM25 score when the dense channel is unavailable (`retriever.js:212`). |
| `intentCosineThreshold` | `0.60` | L119 | Min cosine for semantic intent reclassification (`index.js:118`). |

**Tuning impact:**
- Lower `cosineThreshold` → more confident answers (risk: false matches).",internal,configuration,Configuration,1072,Chikku Robotics,techdoc,`offlineRAG`,documentation | configuration | `offlineRAG`,0,2,Chikku_docs/configuration.md,markdown,`offlineRAG`
techdoc:configuration:offlinerag#p1,"Configuration — `offlineRAG`

**Tuning impact:**
- Lower `cosineThreshold` → more confident answers (risk: false matches).
  Higher → safer but more clarifications. MiniLM: related ≈ 0.55, unrelated ≈ 0.05 *(giá trị tham khảo, chưa benchmark)*.
- Lower `intentCosineThreshold` → more paraphrases reclassify as
  identity/conversational (risk: routing product queries to a template).
- BM25 scores scale with corpus length — tune `bm25OnlyThreshold` empirically.

Rerank weights (`wFused`, `wTitle`, `wLexOverlap`, `lowPriorityPenalty`) and BM25
params (`k1`, `b`) are **not** in config — change them in
`retriever.js:DEFAULTS` (L44-54) / `bm25.js` (L52-53).",internal,configuration,Configuration,657,Chikku Robotics,techdoc,`offlineRAG`,documentation | configuration | `offlineRAG`,1,2,Chikku_docs/configuration.md,markdown,`offlineRAG`
